69TSLR,Personenauto,TOYOTA,TOYOTA AYGO,03/05/2014,1570,998,805,1190,15/01/2007,15/01/2007,12390,Ja
61ZDN7,Personenauto,VOLVO,C30,01/05/2013,12895,2521,1315,1860,11/10/2012,11/10/2012,37785,Ja
13STR2,Personenauto,BMW,120D,01/05/2013,9362,1995,1350,1875,01/12/2011,01/12/2011,46982,Ja
97RLJL,Personenauto,KIA,SORENTO; 2.5 CRDI A/T,01/05/2013,11068,2497,1959,2600,31/05/2005,31/05/2005,39343,Ja
71ZTB4,Personenauto,TOYOTA,TOYOTA YARIS,01/05/2013,1875,998,955,1430,28/03/2013,28/03/2013,15425,Ja
9KFB64,Personenauto,KIA,VENGA,01/05/2013,4375,1396,1153,1710,01/05/2013,01/05/2013,19690,Ja
69HPH3,Personenauto,FORD,FOCUS,02/05/2013,6320,1560,1291,1885,23/01/2009,23/01/2009,30024,Ja
2KJK89,Personenauto,AUDI,A6 AVANT,04/05/2013,9615,1968,1625,2280,04/05/2013,04/05/2013,67244,Ja
06HKT1,Personenauto,VOLKSWAGEN,GOLF,03/05/2014,6042,1896,1224,1880,03/03/2009,03/03/2009,26798,Ja
93NDJ3,Personenauto,VOLKSWAGEN,GOLF,01/05/2013,6067,1598,1218,1840,12/08/2010,12/08/2010,30532,Ja
81ZKGS,Personenauto,TOYOTA,TOYOTA RAV4,01/05/2013,11127,2231,1570,2190,21/03/2008,21/03/2008,41005,Ja
03ZRJ6,Personenauto,KIA,PICANTO,04/05/2013,,998,820,1340,28/02/2013,28/02/2013,11294,Ja
1KHX31,Personenauto,FORD,FOCUS,02/05/2013,1750,998,1176,1900,02/05/2013,02/05/2013,24880,Ja
03JPT5,Personenauto,FORD,FIESTA,03/05/2014,3508,1596,954,1500,28/07/2009,28/07/2009,19900,Ja
2KJB89,Personenauto,VOLVO,XC60,02/05/2013,12604,2400,1705,2505,10/01/2013,02/05/2013,72325,Ja
1KJK22,Personenauto,AUDI,A5 SPORTBACK,02/05/2013,5125,1798,1465,2040,02/05/2013,02/05/2013,45197,Ja
73GE57,Personenauto,VOLKSWAGEN,531121 SCIROCCO LS,04/05/2013,,,787,,09/07/1975,09/07/1975,,Nee
26JHRP,Personenauto,SUZUKI,WAGON R; + 1.3,01/05/2013,2286,1298,905,1355,18/04/2002,18/04/2002,,Ja
44RSB9,Personenauto,PEUGEOT,207,01/05/2013,3539,1598,1179,1707,15/07/2011,15/07/2011,19410,Ja
71GZGT,Personenauto,KIA,JOICE; 2.0I,03/05/2014,4877,1997,1325,2070,27/04/2001,27/04/2001,,Ja
3KHZ75,Personenauto,AUDI,A4 LIMOUSINE,01/05/2013,4875,1798,1445,2020,01/05/2013,01/05/2013,36788,Ja
84PFJ8,Personenauto,VOLKSWAGEN,GOLF,03/05/2014,5484,1598,1352,1960,20/01/2011,20/01/2011,28060,Ja
39ZLKL,Personenauto,SUZUKI,SWIFT,01/05/2013,2741,1328,955,1485,26/03/2008,26/03/2008,11769,Ja
22KRF9,Personenauto,PEUGEOT,206+,04/05/2013,2826,1360,927,1421,22/01/2010,22/01/2010,14790,Ja
79SJV6,Personenauto,FORD,FUSION,02/05/2013,4821,1596,1046,1605,14/10/2011,14/10/2011,22258,Ja
9KJD36,Personenauto,KIA,CEE D,01/05/2013,3000,1591,1168,1720,01/05/2013,01/05/2013,20690,Ja
8KJR89,Personenauto,MITSUBISHI,MITSUBISHI COLT,04/05/2013,3000,1332,950,1465,04/05/2013,04/05/2013,15418,Ja
55HRS6,Personenauto,FORD,FOCUS,03/05/2014,4156,1596,1177,1820,05/02/2009,05/02/2009,22475,Ja
9KHS80,Personenauto,KIA,CEE D,04/05/2013,4500,1591,1216,1820,04/05/2013,04/05/2013,24191,Ja
65HLV1,Personenauto,PEUGEOT,308,02/05/2013,4941,1598,1415,2100,14/01/2009,14/01/2009,25555,Ja
5KJP51,Personenauto,KIA,CEE D,04/05/2013,3000,1591,1168,1720,04/05/2013,04/05/2013,23190,Ja
8KJJ71,Personenauto,BMW,116I,02/05/2013,3625,1598,1265,1820,02/05/2013,02/05/2013,32237,Ja
8KHX09,Personenauto,KIA,PICANTO,02/05/2013,,998,820,1340,02/05/2013,02/05/2013,9896,Ja
1TBD04,Personenauto,FORD,FIESTA,03/05/2014,500,998,955,1530,30/12/2013,30/12/2013,14595,Ja
12TZLJ,Personenauto,OPEL,CORSA,02/05/2013,6323,1248,1135,1695,14/03/2007,14/03/2007,23745,Ja
98DGDV,Personenauto,FIAT,(PANDA),01/05/2013,400,899,690,1150,27/07/1999,27/07/1999,,Ja
8KHX33,Personenauto,KIA,RIO,02/05/2013,1250,1248,1004,1560,02/05/2013,02/05/2013,15141,Ja
2KGZ03,Personenauto,SUZUKI,ALTO,01/05/2013,,996,830,1250,01/05/2013,01/05/2013,9829,Ja
SPJZ36,Personenauto,VOLKSWAGEN,POLO 55 KW,02/05/2013,3115,1598,921,1400,06/01/1998,06/01/1998,,Ja
21JNT6,Personenauto,TOYOTA,TOYOTA AYGO,04/05/2013,,998,805,1190,14/07/2009,14/07/2009,10889,Ja
2KHZ46,Personenauto,SEAT,TOLEDO,02/05/2013,2875,1197,1075,1635,02/05/2013,02/05/2013,21335,Ja
41SHZZ,Personenauto,OPEL,ASTRA; H-CC Z13DTH,03/05/2014,6925,1248,1230,1820,16/01/2006,16/01/2006,,Nee
83JNJK,Personenauto,CITROEN,SAXO; 1.1I 3D.,03/05/2014,1713,1124,780,1310,09/07/2002,09/07/2002,,Ja
23FJBH,Personenauto,OPEL,ASTRA-G-CC; X1.6SZR,03/05/2014,3858,1598,1063,1655,29/03/2000,29/03/2000,,Ja
6KGL20,Personenauto,FORD,B-MAX,01/05/2013,6957,1596,1208,1780,01/05/2013,01/05/2013,27020,Ja
98GGR9,Personenauto,MERCEDES-BENZ,E 280 CDI,02/05/2013,19779,2987,1640,2240,20/06/2008,20/06/2008,70425,Nee
7KJH98,Personenauto,FORD,S-MAX,02/05/2013,8437,1596,1502,2400,02/05/2013,02/05/2013,44305,Ja
68LHRF,Personenauto,MERCEDES-BENZ,CLK 240; COUPE,04/05/2013,17151,2597,1505,2030,09/01/2003,09/01/2003,,Ja
45PBD4,Personenauto,VOLKSWAGEN,POLO,03/05/2014,,1199,1050,1590,05/01/2011,05/01/2011,18165,Ja
17XZGN,Personenauto,RENAULT,MEGANE,01/05/2013,5394,1598,1150,1725,09/11/2007,09/11/2007,,Ja
8KHX17,Personenauto,KIA,PICANTO,02/05/2013,500,998,820,1340,02/05/2013,02/05/2013,12290,Ja
51ZPZ8,Personenauto,HYUNDAI,I 10,02/05/2013,,998,863,1400,26/02/2013,26/02/2013,10130,Ja
45ZRF1,Personenauto,VOLKSWAGEN,UP,01/05/2013,,999,840,1290,01/05/2013,01/05/2013,10914,Ja
71ZJGH,Personenauto,TOYOTA,TOYOTA PRIUS,03/05/2014,963,1497,1275,1725,18/02/2008,18/02/2008,25735,Ja
41SXNP,Personenauto,VOLKSWAGEN,TOURAN,03/05/2014,9334,1896,1514,2210,02/06/2006,02/06/2006,,Ja
86HVH6,Personenauto,AUDI,AUDI A3 CABRIOLET,03/05/2014,9613,1798,1400,1925,12/03/2009,12/03/2009,40854,Ja
37JSN9,Personenauto,CITROEN,CITROEN C1,02/05/2013,,998,780,1190,21/08/2009,21/08/2009,10240,Ja
89TXLX,Personenauto,OPEL,CORSA,01/05/2013,4292,1364,1088,1640,23/02/2007,23/02/2007,19351,Ja
88RJLX,Personenauto,OPEL,ASTRA STATION WAGON; H Z16XEP,04/05/2013,5118,1598,1215,1860,21/04/2005,21/04/2005,22695,Ja
6TRX40,Personenauto,RENAULT,TWINGO,03/05/2014,1680,1149,839,1360,03/05/2014,03/05/2014,13274,Ja
53SGKH,Personenauto,NISSAN,NISSAN X-TRAIL; 2.2 CDI 2WD,04/05/2013,9061,2184,1450,2050,30/12/2005,30/12/2005,,Ja
68JTNR,Personenauto,KIA,KIA RIO; NB 1.5I 16V,03/05/2014,2209,1493,944,1434,30/08/2002,30/08/2002,,Nee
16NLV6,Personenauto,VOLVO,S60; D5 AUT.,03/05/2014,12771,2401,1522,2050,19/02/2003,01/10/2010,,Ja
4KJP19,Personenauto,BMW,116I,04/05/2013,4250,1598,1285,1840,04/05/2013,04/05/2013,34439,Ja
16HRSZ,Personenauto,SUZUKI,WAGON R; + 1.3,03/05/2014,2016,1298,905,1355,26/10/2001,26/10/2001,,Ja
68ZXF2,Personenauto,OPEL,CORSA,02/05/2013,3625,1398,1063,1640,28/02/2013,28/02/2013,18585,Ja
23GBZL,Personenauto,SUBARU,LEGACY; 2.0 GL AWD,04/05/2013,4779,1994,1280,1870,04/10/2000,04/10/2000,,Ja
22SFG1,Personenauto,RENAULT,TWINGO,03/05/2014,,1149,839,1370,14/09/2011,14/09/2011,9275,Ja
63NVLP,Personenauto,FIAT,FIAT STILO; 1.4 16V,04/05/2013,3488,1368,1065,1600,03/03/2004,03/03/2004,,Ja
8TKG55,Personenauto,PEUGEOT,207,03/05/2014,3336,1397,1064,1643,07/04/2011,14/03/2014,19840,Ja
3TSJ15,Personenauto,MERCEDES-BENZ,CLA 220 CDI,03/05/2014,5720,2143,1425,2005,03/05/2014,03/05/2014,51456,Ja
6KHJ42,Personenauto,SKODA,SUPERB,02/05/2013,5773,1390,1404,2067,02/05/2013,02/05/2013,25359,Ja
2TSL25,Personenauto,RENAULT,CAPTUR,03/05/2014,2625,898,1076,1658,03/05/2014,03/05/2014,20975,Ja
07DTGK,Personenauto,PEUGEOT,206; 1.1 3DRS,01/05/2013,1860,1124,885,1405,03/01/2000,03/01/2000,,Nee
ZLRR17,Personenauto,VOLKSWAGEN,GOLF; 74 KW,03/05/2014,4275,1595,1092,1700,15/06/1999,15/06/1999,,Ja
4991PN,Personenauto,VOLVO,142 DE LUXE AUTOMATIC,04/05/2013,,,1268,,03/12/1970,03/12/1970,,Ja
56GNFD,Personenauto,FORD,FOCUS; 1.4I-16V,03/05/2014,3659,1388,1025,1570,12/01/2001,12/01/2001,,Ja
33SHS7,Personenauto,OPEL,AGILA,04/05/2013,,996,950,1485,30/09/2011,30/09/2011,10044,Ja
09LKNF,Personenauto,MERCEDES-BENZ,C 180 KOMPRESSOR; SEDAN,04/05/2013,9131,1796,1405,1955,10/02/2003,10/02/2003,,Ja
1KJL40,Personenauto,TOYOTA,TOYOTA COROLLA VERSO,02/05/2013,6156,1794,1355,2035,15/01/2009,02/05/2013,,Ja
75NGGB,Personenauto,BMW,7ER REIHE; 745I AUT.,03/05/2014,31754,4398,1845,2450,06/12/2001,29/08/2003,,Ja
41NSHV,Personenauto,KIA,KIA RIO; NB 1.5I 16V,04/05/2013,2416,1493,1025,1484,13/02/2004,13/02/2004,,Ja
04SLVF,Personenauto,FORD,FIESTA; 1.4I 59KW,03/05/2014,3456,1388,1001,1530,01/03/2006,01/03/2006,,Ja
4KFN84,Personenauto,SKODA,FABIA,02/05/2013,3000,1197,1016,1571,02/05/2013,02/05/2013,14844,Ja
35KPX9,Personenauto,RENAULT,ESPACE,03/05/2014,12890,1998,1695,2435,15/01/2010,15/01/2010,40680,Ja
9KFT51,Personenauto,KIA,PICANTO,01/05/2013,,998,815,1340,01/05/2013,01/05/2013,10790,Ja
60PHX6,Personenauto,FORD,KA,04/05/2013,410,1242,840,1320,31/01/2011,31/01/2011,9400,Ja
TNDT15,Personenauto,BMW,3ER REIHE; 316I COUPE,01/05/2013,6929,1596,1210,1695,03/06/1998,03/06/1998,,Ja
42LGVR,Personenauto,VOLKSWAGEN,POLO; 55 KW,03/05/2014,3272,1390,993,1560,14/01/2003,14/01/2003,,Ja
25HKP5,Personenauto,CITROEN,C5,01/05/2013,8352,1997,1558,2090,08/01/2009,08/01/2009,34835,Ja
3TTD96,Personenauto,VOLKSWAGEN,GOLF,03/05/2014,2940,1395,1268,1900,03/05/2014,03/05/2014,36978,Ja
66KFJ5,Personenauto,VOLVO,S40,03/05/2014,6334,1798,1261,1850,30/10/2009,30/10/2009,29214,Ja
44PZXV,Personenauto,CITROEN,C5; 2.0I 16V 5,03/05/2014,6923,1997,1369,1914,14/01/2005,14/01/2005,29259,Ja
7KHT05,Personenauto,MAZDA,MAZDA CX-5,04/05/2013,6628,1998,1380,2030,04/05/2013,04/05/2013,35935,Ja
3KJK03,Personenauto,VOLKSWAGEN,POLO,02/05/2013,4125,1197,1079,1620,02/05/2013,02/05/2013,26004,Ja
94LGNN,Personenauto,FORD,KA; 1.3I 44KW,04/05/2013,2002,1299,865,1265,02/01/2003,02/01/2003,,Ja
91SLGT,Personenauto,VOLVO,V50; 1.6D,02/05/2013,8931,1560,1316,1900,21/02/2006,21/02/2006,33369,Ja
SR78DZ,Personenauto,MITSUBISHI,L 300 KAMPEERAUTO,03/05/2014,,,1278,,01/08/1980,01/08/1980,,Ja
1KKS71,Personenauto,HYUNDAI,IX20,03/05/2014,4375,1396,1153,1710,21/05/2013,21/05/2013,21575,Ja
97ZKB4,Personenauto,VOLKSWAGEN,UP,01/05/2013,,999,840,1290,04/02/2013,04/02/2013,11686,Ja
6TRG31,Personenauto,VOLVO,V60 PLUG IN HYBRID,03/05/2014,,2400,1849,2505,03/05/2014,03/05/2014,61368,Ja
24ZNF7,Personenauto,SUZUKI,SWIFT,04/05/2013,1865,1242,935,1480,11/01/2013,11/01/2013,14999,Ja
18PLBS,Personenauto,HYUNDAI,TUCSON; 2.0I 2WD,02/05/2013,5249,1975,1437,2050,13/08/2004,13/08/2004,,Ja
2KHX78,Personenauto,RENAULT,TWINGO,02/05/2013,,1149,839,1370,27/01/2011,24/04/2013,9420,Ja
17SPPS,Personenauto,ADRIA MOBIL,========; ADRIATIK S 574 SP,01/05/2013,10290,2800,2704,3500,27/04/2006,27/04/2006,,Ja
SZNN59,Personenauto,AUDI,8D AUDI A4; 20V 92 KW,04/05/2013,6716,1781,1180,1755,05/03/1998,05/03/1998,,Ja
51ZFGF,Personenauto,OPEL,ZAFIRA,01/05/2013,7783,1796,1403,2095,21/01/2008,21/01/2008,32031,Ja
88RJX7,Personenauto,RENAULT,TWINGO,02/05/2013,,1149,839,1370,30/06/2011,30/06/2011,9635,Ja
1KDV56,Personenauto,KIA,PICANTO,01/05/2013,,998,820,1340,01/05/2013,01/05/2013,10391,Ja
AR5768,Personenauto,CHEVROLET,IMPALA,02/05/2013,,5025,1740,,11/01/1967,19/04/2013,,Ja
4TRD03,Personenauto,SUZUKI,SWIFT,03/05/2014,2625,1242,935,1480,07/02/2013,03/05/2014,15133,Ja
HX89YF,Personenauto,BMW,318I,03/05/2014,,,1034,,29/06/1982,29/06/1982,,Ja
63SZD9,Personenauto,VOLVO,V50,01/05/2013,6737,1999,1279,1890,24/12/2011,24/12/2011,29079,Ja
80LKDH,Personenauto,FIAT,FIAT SEICENTO; 1100,04/05/2013,1413,1108,710,1200,29/01/2003,29/01/2003,,Ja
12LNHN,Personenauto,DAEWOO,"DAEWOO MATIZ; 0,8 4DRS [38 KW]",03/05/2014,1259,796,751,1210,12/03/2003,12/03/2003,,Ja
8KHN69,Personenauto,HYUNDAI,IX35,01/05/2013,6957,1591,1280,1830,01/05/2013,01/05/2013,27940,Ja
71ZTH1,Personenauto,LANCIA,YPSILON,01/05/2013,500,875,950,1455,31/01/2013,31/01/2013,16267,Ja
48JNRV,Personenauto,SUBARU,IMPREZA; PLUS 1.6 TS AWD,04/05/2013,4696,1597,1298,1730,21/06/2002,21/06/2002,,Ja
7KNG54,Personenauto,SKODA,RAPID,03/05/2014,2375,1197,1055,1615,05/06/2013,05/06/2013,19530,Ja
57NZH7,Personenauto,PEUGEOT,3008,03/05/2014,5538,1598,1374,2020,12/01/2011,12/01/2011,27950,Ja
LSVS18,Personenauto,ROVER,220 COUPE,01/05/2013,5900,1994,1147,1690,11/07/1995,11/07/1995,,Nee
2KHJ23,Personenauto,KIA,PICANTO,01/05/2013,,998,820,1340,01/05/2013,01/05/2013,9591,Ja
AR5819,Personenauto,VOLKSWAGEN,23-517,02/05/2013,,1584,1280,2125,30/06/1968,02/05/2013,,Ja
77PJK7,Personenauto,TOYOTA,TOYOTA AYGO,03/05/2014,,998,805,1190,14/02/2011,14/02/2011,10690,Ja
24JZB2,Personenauto,FIAT,FIAT 500,02/05/2013,1956,1242,840,1305,30/09/2009,30/09/2009,15804,Ja
81KPV2,Personenauto,DACIA,SANDERO,01/05/2013,3264,1598,1070,1561,22/01/2010,22/01/2010,12780,Ja
48ZPVJ,Personenauto,VOLVO,V50,02/05/2013,6836,1798,1278,1890,24/04/2008,24/04/2008,30334,Ja
16JGJ2,Personenauto,TOYOTA,TOYOTA AYGO,04/05/2013,,998,805,1190,05/06/2009,05/06/2009,10889,Ja
4KFF47,Personenauto,VOLKSWAGEN,GOLF,01/05/2013,2250,1197,1129,1720,01/05/2013,01/05/2013,20529,Ja
52ZSH1,Personenauto,NISSAN,NISSAN MICRA,01/05/2013,1937,1240,921,1475,17/11/2008,01/05/2013,,Ja
33XTF4,Personenauto,TOYOTA,TOYOTA AURIS,04/05/2013,,1798,1365,1805,10/01/2011,26/07/2012,27400,Ja
PRNJ70,Personenauto,MAZDA,626 HATCHBACK 2.0I LX,02/05/2013,4540,1991,1180,1720,10/10/1996,10/10/1996,,Ja
37PPRS,Personenauto,DAEWOO,"KALOS; 1,4 5DRS [61KW]",03/05/2014,2401,1399,970,1500,30/09/2004,30/09/2004,,Ja
4KHX88,Personenauto,BMW,X1 SDRIVE20I,02/05/2013,8881,1997,1460,2035,02/05/2013,02/05/2013,46567,Ja
79HJT4,Personenauto,VOLKSWAGEN,PASSAT,01/05/2013,8702,1798,1434,2130,02/01/2009,02/01/2009,38425,Ja
9KHT70,Personenauto,NISSAN,NISSAN JUKE,02/05/2013,9917,1618,1355,1860,02/05/2013,02/05/2013,38729,Ja
89SLFZ,Personenauto,FORD,FIESTA; 1.6I 74KW,04/05/2013,4005,1596,1029,1570,22/02/2006,22/02/2006,,Ja
7TSV39,Personenauto,KIA,SPORTAGE,03/05/2014,6930,1591,1280,1830,03/05/2014,03/05/2014,30790,Ja
6TKN22,Personenauto,VOLKSWAGEN,GOLF,03/05/2014,4474,1598,1312,1940,03/05/2014,03/05/2014,40460,Ja
91PVL8,Personenauto,OPEL,MERIVA,04/05/2013,4170,1364,1293,1935,31/03/2011,31/03/2011,22902,Ja
XLDB77,Personenauto,RENAULT,TWINGO,04/05/2013,1660,1149,795,1230,09/01/1999,09/01/1999,,Ja
1KHJ37,Personenauto,TOYOTA,TOYOTA YARIS,02/05/2013,3125,1329,1000,1470,02/05/2013,02/05/2013,18605,Ja
6KHT01,Personenauto,SEAT,LEON,04/05/2013,3125,1395,1124,1730,04/05/2013,04/05/2013,27205,Ja
84NJTP,Personenauto,CITROEN,C5; 2.0 HDI BREAK,03/05/2014,8482,1997,1413,2038,27/10/2003,27/10/2003,,Ja
5KHX55,Personenauto,TOYOTA,TOYOTA YARIS,01/05/2013,2000,998,955,1430,01/05/2013,01/05/2013,16349,Ja
23JPS2,Personenauto,ALFA ROMEO,ALFA BRERA; 2.2 JTS 16V,03/05/2014,11604,2198,1445,1890,05/01/2006,24/07/2009,,Ja
DE3320,Personenauto,MG,C-GT,02/05/2013,,,1213,,30/06/1969,07/04/1989,,Nee
NPZH29,Personenauto,LAND ROVER,RANGE ROVER 4.6 V8,03/05/2014,20388,4554,2031,2780,16/02/1996,16/02/1996,,Nee
7KJD49,Personenauto,KIA,PICANTO,02/05/2013,625,1248,825,1370,02/05/2013,02/05/2013,11491,Ja
20ZNZ9,Personenauto,VOLKSWAGEN,GOLF,04/05/2013,2375,1197,1135,1730,04/05/2013,04/05/2013,23896,Ja
27GZL2,Personenauto,LANCIA,LANCIA YPSILON; 1.2,04/05/2013,2830,1242,920,1460,30/09/2008,30/09/2008,,Ja
70JLGP,Personenauto,PORSCHE,911 CARRERA 2 COUPE U9,03/05/2014,27299,3600,1331,1690,23/12/1991,27/05/2002,,Ja
81RZV8,Personenauto,LANCIA,YPSILON,03/05/2014,,875,950,1510,29/08/2011,29/08/2011,16185,Ja
07FVJB,Personenauto,MERCEDES-BENZ,SLK 200 KOMPRESSOR; ROADSTER,04/05/2013,11136,1998,1265,1625,20/07/2000,20/07/2000,,Ja
56SKZZ,Personenauto,HYUNDAI,MATRIX; 1.6,02/05/2013,3600,1599,1223,1800,17/02/2006,17/02/2006,17135,Ja
70JGP3,Personenauto,SKODA,OCTAVIA,04/05/2013,5111,1390,1255,1940,15/05/2009,15/05/2009,26231,Ja
19GBJL,Personenauto,VOLKSWAGEN,BORA; 77 KW,03/05/2014,4970,1598,1152,1730,25/09/2000,25/09/2000,,Ja
STNH98,Personenauto,BMW,M3 U9,02/05/2013,,2303,1225,1600,28/08/1987,07/02/1998,,Ja
6KJG04,Personenauto,NISSAN,NISSAN QASHQAI,02/05/2013,5500,1598,1225,1830,02/05/2013,02/05/2013,29090,Ja
81THT3,Personenauto,VOLKSWAGEN,HOCHRAUMKOMBI-KLEINBUS,03/05/2014,,1957,1330,2360,09/02/1982,30/01/2012,,Ja
60GVDP,Personenauto,TOYOTA,TOYOTA YARIS; 1.0 16V VVTI 3-DRS,03/05/2014,2578,998,825,1335,29/03/2001,29/03/2001,,Ja
71KVK5,Personenauto,TOYOTA,TOYOTA AYGO,02/05/2013,,998,805,1190,19/02/2010,19/02/2010,11715,Ja
22ZSV3,Personenauto,FIAT,FIAT 500,01/05/2013,,875,915,1380,30/01/2013,30/01/2013,16440,Ja
46PSG1,Personenauto,OPEL,CORSA,03/05/2014,,1248,1099,1635,16/03/2011,16/03/2011,17764,Ja
18HSH2,Personenauto,TOYOTA,TOYOTA AYGO,02/05/2013,,998,780,1190,17/02/2009,17/02/2009,9604,Ja
30NNRH,Personenauto,BMW,3ER REIHE; 330CI CABRIO AUT.,02/05/2013,18477,2979,1595,2040,27/01/2004,27/01/2004,,Ja
56HDHF,Personenauto,CITROEN,SAXO; 1.1I 3D.,04/05/2013,1757,1124,780,1310,30/05/2001,30/05/2001,,Ja
26HVF1,Personenauto,CITROEN,CITROEN C1,01/05/2013,,998,815,1190,06/03/2009,06/03/2009,11380,Ja
33PBSZ,Personenauto,PEUGEOT,307; CC 2.0 16V,04/05/2013,8207,1997,1432,1830,04/05/2004,04/05/2004,,Ja
7KJD08,Personenauto,OPEL,AMPERA,02/05/2013,,1398,1632,2135,02/05/2013,02/05/2013,52140,Ja
5KJB92,Personenauto,FORD,FIESTA,01/05/2013,954,1560,1017,1565,01/05/2013,01/05/2013,19595,Ja
XK41DT,Personenauto,OPEL,SENATOR 3.0I AUTOMATIC,01/05/2013,,2969,1477,1985,30/06/1985,31/05/1989,,Nee
6TNG33,Personenauto,FORD,B-MAX,03/05/2014,2730,998,1179,1760,28/03/2014,28/03/2014,22595,Ja
73KKH3,Personenauto,VOLVO,V70,02/05/2013,10065,1997,1552,2270,02/01/2010,02/01/2010,,Ja
6KHX54,Personenauto,OPEL,ZAFIRA TOURER,02/05/2013,6217,1362,1513,2320,02/05/2013,02/05/2013,34765,Ja
43SJPB,Personenauto,PEUGEOT,307; SW 1.6 16V,03/05/2014,5922,1587,1335,1940,14/02/2006,14/02/2006,25568,Ja
91GZL6,Personenauto,PEUGEOT,308,02/05/2013,6952,1560,1470,2150,20/10/2008,20/10/2008,30149,Ja
04RJN2,Personenauto,NISSAN,NISSAN QASHQAI,02/05/2013,8002,1997,1255,1960,01/07/2011,01/07/2011,31057,Ja
77JXV4,Personenauto,CHEVROLET,LACETTI,01/05/2013,3647,1399,1145,1645,30/09/2009,30/09/2009,17195,Ja
92RFD8,Personenauto,RENAULT,TWINGO,04/05/2013,,1149,839,1370,06/05/2011,06/05/2011,9130,Ja
04ZJB9,Personenauto,SEAT,IBIZA ST,03/05/2014,2647,1197,1045,1605,28/02/2013,28/02/2013,17696,Ja
86JLP2,Personenauto,BMW,1ER REIHE,03/05/2014,6986,1995,1240,1765,01/07/2009,01/07/2009,33684,Ja
08XKFK,Personenauto,JAGUAR,XJS,03/05/2014,22999,3980,1640,2080,12/02/1992,06/07/2007,,Nee
07RDVL,Personenauto,SUZUKI,IGNIS; 1.5 5D,02/05/2013,3568,1490,935,1470,18/02/2005,18/02/2005,12639,Ja
4KHS38,Personenauto,FORD,B-MAX,02/05/2013,2375,998,1179,1760,02/05/2013,02/05/2013,23590,Ja
7TPJ12,Personenauto,HYUNDAI,IX20,03/05/2014,815,1396,1153,1710,16/02/2011,03/05/2014,19005,Ja
04LPPD,Personenauto,VOLKSWAGEN,PASSAT; VARIANT 110 KW,02/05/2013,7131,1781,1381,2000,01/04/2003,01/04/2003,,Ja
1KJS48,Personenauto,VOLKSWAGEN,UP,04/05/2013,,999,840,1290,04/05/2013,04/05/2013,10916,Ja
18RNPF,Personenauto,CITROEN,XSARA PICASSO; 1.8I 16V,04/05/2013,5463,1749,1220,1795,24/06/2005,24/06/2005,23954,Ja
81PVJ8,Personenauto,FORD,FOCUS,04/05/2013,4588,1596,1196,1825,31/03/2011,31/03/2011,27444,Ja
7KGL23,Personenauto,FORD,FIESTA,01/05/2013,954,1560,1017,1565,01/05/2013,01/05/2013,19595,Ja
9KJL65,Personenauto,SUZUKI,SX4,04/05/2013,5773,1586,1115,1650,04/05/2013,04/05/2013,21999,Ja
3KHR42,Personenauto,DACIA,SANDERO,04/05/2013,3625,898,998,1550,04/05/2013,04/05/2013,15329,Ja
12TSXP,Personenauto,SKODA,FABIA,04/05/2013,3672,1390,1075,1615,16/01/2007,16/01/2007,,Ja
8KJD69,Personenauto,KIA,RIO,02/05/2013,1250,1248,1004,1560,02/05/2013,02/05/2013,15841,Ja
58RPK1,Personenauto,MERCEDES-BENZ,E 220 CDI,03/05/2014,19342,2149,1685,2360,01/06/2007,27/06/2011,,Ja
4KDN37,Personenauto,FIAT,FIAT 500,02/05/2013,950,1368,905,1370,30/09/2009,02/05/2013,21095,Ja
51JBT7,Personenauto,FORD,S-MAX,04/05/2013,7804,1999,1505,2340,15/04/2009,15/04/2009,36974,Ja
54JRX3,Personenauto,CITROEN,C5,03/05/2014,7018,1997,1553,2183,10/08/2009,10/08/2009,31784,Ja
69TVNZ,Personenauto,RENAULT,MEGANE SCENIC,01/05/2013,6164,1598,1295,1925,21/02/2007,21/02/2007,,Ja
26ZXN5,Personenauto,AUDI,A6 AVANT,02/05/2013,7401,1984,1605,2260,02/05/2013,02/05/2013,48521,Ja
49JDV1,Personenauto,CITROEN,CITROEN C1,01/05/2013,,998,815,1190,08/05/2009,08/05/2009,11380,Ja
GK39SF,Personenauto,MITSUBISHI,GALANT 2000 GLS,01/05/2013,,,1170,,06/11/1980,06/11/1980,,Ja
8KHX43,Personenauto,KIA,VENGA,02/05/2013,4375,1396,1153,1710,02/05/2013,02/05/2013,19690,Ja
71NXJV,Personenauto,PEUGEOT,206; 1.4 3DRS,03/05/2014,2501,1360,925,1450,29/03/2004,29/03/2004,,Ja
40NLPV,Personenauto,VOLVO,XC90; T6 GEARTRONIC,03/05/2014,21097,2922,2091,2760,26/11/2003,26/11/2003,,Ja
18LSVT,Personenauto,VOLKSWAGEN,GOLF; TDI 74 KW,04/05/2013,6987,1896,1185,1760,23/05/2003,23/05/2003,,Ja
06HXGH,Personenauto,VOLKSWAGEN,GOLF; 55 KW,01/05/2013,3699,1390,1065,1670,30/01/2002,30/01/2002,,Ja
11SFN3,Personenauto,OPEL,AGILA,02/05/2013,1945,1242,965,1485,15/09/2011,15/09/2011,12086,Ja
36XFLG,Personenauto,PEUGEOT,307,03/05/2014,6333,1997,1225,1720,10/05/2007,10/05/2007,26705,Ja
6KBX68,Personenauto,JAGUAR,JAGUAR XF,03/05/2014,14515,2993,1739,2360,19/03/2013,19/03/2013,72090,Ja
